learner_id,proficiency_level,learning_goal,session_num,activity_type,content_difficulty,prev_score,real_time_score,engagement_level,adaptive_action,path_updated,reward_signal,next_proficiency
L0060,Advanced,JLPT N5,14,Vocabulary,5.82,77.91,78.92,0.63,Repeat,True,0.05,1.29
L0073,Advanced,Reading,2,Listening,5.62,67.59,77.28,0.49,Test,True,0.45,1.7
L0078,Beginner,JLPT N5,5,Vocabulary,5.61,58.76,63.88,0.67,Repeat,True,0.25,1.8
L0023,Advanced,Conversational,15,Listening,3.25,79.91,76.05,0.53,Test,False,-0.19,1.35
L0037,Advanced,Reading,1,Grammar,8.31,63.73,73.83,0.86,Advance,True,0.47,1.81
L0095,Advanced,JLPT N5,19,Kanji,2.62,99.83,99.61,0.79,Test,False,-0.01,1.84
L0073,Beginner,JLPT N5,15,Listening,4.74,54.66,70.21,0.67,Repeat,True,0.65,1.72
L0038,Advanced,Reading,3,Listening,4.6,66.37,72.13,0.86,Repeat,False,0.28,1.68
L0054,Intermediate,Writing,6,Vocabulary,6.46,56.03,56.47,0.68,Test,False,0.02,1.7
L0033,Advanced,JLPT N5,3,Vocabulary,5.24,63.39,43.03,0.75,Advance,False,-0.77,1.69
L0037,Beginner,Conversational,12,Vocabulary,3.81,48.18,58.13,0.97,Revise,False,0.46,1.54
L0032,Beginner,Writing,6,Listening,4.82,77.42,93.17,0.97,Advance,True,0.66,2.08
L0032,Intermediate,Conversational,17,Vocabulary,8.84,75.33,63.97,0.71,Advance,False,-0.51,1.8
L0070,Advanced,JLPT N5,11,Grammar,2.46,87.32,100.0,0.58,Revise,True,0.56,1.92
L0081,Intermediate,JLPT N4,10,Grammar,5.03,78.46,72.54,0.55,Test,False,-0.29,2.04
L0006,Beginner,Writing,9,Vocabulary,3.8,78.16,89.36,0.75,Test,False,0.51,1.99
L0019,Advanced,Reading,12,Kanji,8.28,86.18,94.27,0.75,Test,True,0.38,1.9
L0012,Intermediate,JLPT N4,19,Grammar,2.75,60.02,42.06,0.67,Test,True,-0.72,1.41
L0050,Advanced,Reading,8,Listening,3.13,55.05,61.93,0.32,Test,True,0.33,1.53
L0044,Beginner,Writing,11,Kanji,7.74,94.72,100.0,0.95,Advance,True,0.26,2.23
L0065,Beginner,Conversational,13,Vocabulary,4.98,68.86,59.51,0.77,Test,False,-0.44,1.55
L0014,Beginner,Writing,2,Vocabulary,5.46,69.72,62.44,0.99,Revise,True,-0.35,1.41
L0072,Advanced,Writing,15,Kanji,10.0,49.05,48.37,0.44,Advance,False,-0.03,1.73
L0014,Intermediate,Reading,12,Vocabulary,2.62,71.95,45.55,0.91,Revise,True,-0.87,1.49
L0095,Advanced,Writing,4,Kanji,3.83,100.0,100.0,0.85,Revise,False,0.0,2.0
L0097,Advanced,Conversational,12,Listening,5.66,46.56,59.1,0.52,Revise,False,0.56,1.93
L0061,Beginner,Reading,3,Listening,6.75,100.0,100.0,0.95,Repeat,True,0.0,1.94
L0096,Intermediate,Conversational,12,Listening,1.0,86.63,81.24,0.37,Repeat,False,-0.26,1.74
L0037,Advanced,Writing,20,Kanji,4.83,81.55,73.8,0.31,Test,False,-0.37,2.01
L0052,Advanced,JLPT N4,11,Vocabulary,3.33,64.6,62.21,0.89,Revise,True,-0.12,1.61
L0057,Intermediate,JLPT N5,15,Listening,4.86,98.38,98.16,0.62,Repeat,False,-0.01,2.15
L0091,Beginner,JLPT N5,14,Listening,4.69,69.02,55.76,0.51,Advance,True,-0.58,1.7
L0024,Intermediate,JLPT N4,15,Listening,6.21,80.81,71.94,0.84,Repeat,True,-0.42,1.55
L0087,Beginner,JLPT N4,3,Vocabulary,3.0,62.1,69.39,0.7,Repeat,False,0.35,1.83
L0060,Advanced,JLPT N5,5,Vocabulary,4.1,58.66,60.9,0.76,Revise,False,0.11,1.22
L0082,Beginner,Reading,14,Grammar,3.14,88.65,92.2,0.32,Repeat,True,0.18,1.56
L0036,Beginner,JLPT N5,6,Grammar,5.07,84.67,89.03,0.95,Repeat,True,0.21,1.98
L0076,Intermediate,Writing,9,Listening,6.4,92.06,88.42,0.46,Advance,False,-0.18,2.13
L0053,Advanced,JLPT N4,13,Listening,4.93,77.42,61.82,0.77,Test,True,-0.65,2.03
L0048,Advanced,Conversational,5,Listening,5.48,74.52,74.16,0.89,Repeat,False,-0.02,1.39
L0097,Advanced,Conversational,8,Vocabulary,4.92,93.85,91.31,0.49,Repeat,False,-0.13,2.1
L0075,Advanced,Reading,5,Grammar,7.65,55.68,64.31,0.37,Repeat,False,0.41,1.23
L0019,Beginner,Conversational,17,Kanji,4.7,77.08,83.58,0.65,Advance,True,0.31,1.56
L0018,Advanced,JLPT N4,5,Vocabulary,2.44,65.7,59.53,0.87,Test,False,-0.3,1.37
L0054,Intermediate,JLPT N5,15,Kanji,6.55,66.49,55.23,0.56,Repeat,False,-0.51,1.57
L0070,Advanced,JLPT N5,6,Grammar,4.21,41.36,46.07,0.89,Revise,True,0.23,1.86
L0029,Beginner,Conversational,3,Vocabulary,6.14,75.96,85.27,0.38,Revise,False,0.43,1.93
L0033,Intermediate,Conversational,8,Kanji,4.5,74.71,71.55,0.9,Revise,True,-0.16,1.78
L0017,Advanced,JLPT N4,17,Listening,4.73,68.39,86.35,0.34,Repeat,True,0.72,1.94
L0007,Advanced,Reading,19,Vocabulary,6.09,77.99,84.28,0.61,Test,False,0.3,1.56
L0057,Advanced,JLPT N4,7,Vocabulary,6.63,54.12,63.96,0.51,Test,True,0.46,1.59
L0090,Intermediate,Writing,17,Vocabulary,6.59,92.44,97.93,0.54,Revise,False,0.27,2.19
L0082,Beginner,JLPT N5,5,Vocabulary,4.0,74.05,60.02,0.83,Revise,True,-0.61,1.78
L0005,Intermediate,Reading,17,Listening,5.16,53.72,41.74,0.89,Test,True,-0.54,1.34
L0030,Intermediate,Reading,17,Listening,4.43,61.49,62.78,0.36,Test,True,0.06,1.51
L0088,Intermediate,JLPT N4,20,Vocabulary,4.1,74.41,66.68,0.72,Revise,True,-0.37,1.66
L0097,Advanced,Reading,16,Vocabulary,5.39,66.88,51.69,0.99,Test,True,-0.64,1.8
L0099,Intermediate,JLPT N4,16,Vocabulary,7.47,66.18,61.6,0.79,Advance,False,-0.23,1.71
L0031,Beginner,Reading,11,Listening,8.47,80.07,77.61,0.62,Repeat,False,-0.12,1.73
L0100,Intermediate,JLPT N5,6,Vocabulary,4.5,64.3,59.64,0.33,Revise,True,-0.23,1.13
L0040,Intermediate,Reading,9,Grammar,2.84,72.77,76.7,0.92,Repeat,True,0.19,1.67
L0009,Advanced,Reading,16,Vocabulary,5.68,65.59,58.69,0.91,Revise,False,-0.33,1.31
L0076,Beginner,Reading,17,Kanji,3.73,99.69,82.14,0.48,Revise,True,-0.71,1.38
L0069,Intermediate,Reading,19,Listening,3.07,84.77,79.8,0.81,Advance,False,-0.24,1.98
L0078,Advanced,JLPT N5,16,Vocabulary,4.55,74.43,68.84,0.38,Advance,False,-0.27,1.63
L0039,Beginner,JLPT N4,10,Grammar,9.54,70.81,81.31,0.42,Revise,False,0.48,1.61
L0050,Advanced,Reading,5,Kanji,2.27,75.91,75.26,0.73,Advance,False,-0.03,1.59
L0051,Advanced,JLPT N4,18,Vocabulary,6.26,70.95,71.9,0.34,Advance,False,0.05,1.62
L0058,Intermediate,JLPT N5,11,Grammar,3.4,70.92,80.15,0.43,Test,True,0.43,2.1
L0095,Intermediate,Reading,10,Kanji,2.31,82.81,75.75,0.64,Repeat,True,-0.34,1.6
L0078,Intermediate,Conversational,15,Vocabulary,5.35,76.77,76.04,0.92,Revise,False,-0.04,1.6
L0089,Beginner,JLPT N4,2,Listening,7.03,63.95,49.1,0.74,Repeat,False,-0.63,1.08
L0071,Advanced,Conversational,9,Listening,5.18,63.4,58.11,0.54,Revise,True,-0.26,1.37
L0096,Intermediate,Reading,12,Listening,2.17,43.05,55.77,0.37,Revise,True,0.56,1.52
L0026,Beginner,JLPT N5,1,Grammar,7.78,89.74,100.0,0.71,Repeat,True,0.47,2.01
L0085,Advanced,JLPT N5,15,Grammar,5.57,87.51,95.27,0.8,Revise,False,0.37,1.71
L0062,Advanced,JLPT N5,1,Kanji,7.37,66.86,47.16,0.91,Advance,True,-0.76,1.45
L0093,Intermediate,Reading,2,Kanji,6.29,54.79,68.12,0.41,Test,True,0.58,1.5
L0045,Beginner,Conversational,10,Kanji,1.58,55.1,47.98,0.66,Test,False,-0.34,1.45
L0040,Intermediate,Reading,4,Grammar,7.35,61.24,50.39,0.82,Revise,True,-0.5,1.51
L0060,Advanced,Writing,17,Listening,3.42,77.11,77.55,0.85,Revise,False,0.02,1.95
L0043,Intermediate,JLPT N5,2,Listening,1.0,67.68,61.51,0.9,Repeat,True,-0.3,1.52
L0083,Beginner,JLPT N5,13,Kanji,5.74,66.5,70.71,0.96,Advance,True,0.21,1.87
L0093,Advanced,Writing,7,Kanji,1.71,61.42,69.82,0.57,Advance,False,0.4,1.69
L0077,Intermediate,Conversational,3,Kanji,4.36,90.06,78.79,0.94,Repeat,True,-0.51,1.99
L0071,Advanced,Conversational,10,Kanji,4.91,64.89,64.75,0.65,Advance,True,-0.01,1.56
L0011,Intermediate,Reading,10,Vocabulary,5.04,56.36,53.47,0.88,Test,True,-0.14,1.3
L0067,Advanced,Conversational,7,Listening,5.69,40.52,46.7,0.64,Advance,True,0.3,1.47
L0059,Intermediate,Conversational,15,Grammar,10.0,82.67,93.68,0.69,Test,True,0.5,2.04
L0022,Advanced,Conversational,10,Grammar,4.31,83.52,74.12,0.34,Advance,True,-0.44,1.79
L0074,Beginner,JLPT N4,12,Listening,6.42,55.46,53.13,0.79,Revise,True,-0.12,1.83
L0043,Intermediate,Reading,13,Vocabulary,3.11,97.98,87.09,0.66,Advance,False,-0.5,1.83
L0041,Intermediate,Writing,7,Vocabulary,1.0,65.9,62.28,0.94,Test,False,-0.18,1.66
L0067,Advanced,JLPT N4,13,Vocabulary,4.91,78.19,62.91,0.31,Repeat,False,-0.64,1.52
L0065,Beginner,Reading,17,Vocabulary,5.62,58.57,69.53,0.44,Test,True,0.5,1.55
L0048,Advanced,Conversational,19,Vocabulary,6.52,57.41,71.13,0.85,Repeat,False,0.6,1.74
L0076,Intermediate,JLPT N4,20,Grammar,6.79,79.63,69.33,0.3,Test,True,-0.47,1.6
L0075,Beginner,JLPT N5,17,Listening,5.0,86.83,83.1,0.75,Advance,True,-0.18,1.74
L0005,Advanced,Conversational,8,Grammar,4.86,52.39,54.36,0.86,Advance,True,0.1,1.41
L0011,Intermediate,JLPT N4,13,Listening,8.6,65.25,58.84,0.98,Advance,True,-0.31,1.67
L0060,Advanced,Writing,8,Listening,3.88,62.08,60.06,0.85,Advance,False,-0.1,1.93
L0085,Beginner,JLPT N5,6,Grammar,8.29,62.22,85.87,0.58,Repeat,True,0.83,1.9
L0031,Intermediate,Conversational,8,Vocabulary,2.38,35.41,48.17,0.76,Revise,False,0.56,1.5
L0094,Advanced,Conversational,14,Listening,4.61,78.19,77.99,0.84,Test,True,-0.01,1.58
L0052,Intermediate,JLPT N4,4,Grammar,6.09,72.6,85.2,0.55,Advance,True,0.56,2.02
L0070,Beginner,Reading,8,Listening,7.6,80.01,72.87,0.42,Revise,False,-0.34,1.96
L0002,Beginner,JLPT N5,19,Listening,7.56,100.0,90.97,0.93,Test,False,-0.42,1.87
L0076,Beginner,Writing,9,Listening,5.75,72.5,87.92,0.36,Advance,True,0.65,1.93
L0025,Advanced,JLPT N5,8,Grammar,4.19,70.03,71.2,0.31,Test,False,0.06,1.38
L0024,Intermediate,JLPT N4,13,Vocabulary,8.7,68.44,60.05,0.47,Repeat,True,-0.4,1.52
L0009,Intermediate,Writing,9,Vocabulary,4.31,65.78,72.19,0.85,Test,False,0.31,2.1
L0040,Beginner,Conversational,7,Listening,3.0,71.3,65.98,0.84,Revise,True,-0.26,1.8
L0058,Intermediate,Reading,10,Listening,5.65,76.96,76.98,0.49,Test,False,0.0,1.68
L0070,Intermediate,Reading,15,Kanji,7.63,80.7,70.44,0.65,Test,False,-0.47,1.83
L0040,Beginner,JLPT N4,20,Listening,5.38,84.72,68.1,0.31,Advance,False,-0.68,1.43
L0012,Beginner,JLPT N4,15,Listening,6.64,56.33,59.75,0.99,Advance,False,0.17,1.66
L0084,Advanced,Reading,20,Listening,6.07,84.35,90.14,0.36,Revise,False,0.28,2.01
L0062,Advanced,Writing,19,Kanji,5.13,83.75,90.94,0.96,Repeat,False,0.34,2.01
L0014,Intermediate,Reading,14,Kanji,1.0,66.8,63.62,0.56,Repeat,False,-0.16,1.42
L0012,Beginner,Reading,9,Grammar,6.67,89.94,87.84,0.5,Test,False,-0.1,1.86
L0048,Beginner,JLPT N4,11,Grammar,5.29,42.49,34.16,0.72,Revise,True,-0.39,1.21
L0059,Intermediate,Reading,13,Grammar,1.0,68.17,75.43,0.7,Repeat,False,0.35,1.93
L0053,Intermediate,JLPT N4,8,Vocabulary,1.05,84.46,91.67,0.86,Revise,True,0.35,1.98
L0051,Intermediate,JLPT N4,16,Grammar,7.1,55.21,64.98,0.37,Advance,False,0.45,1.84
L0082,Beginner,Writing,9,Vocabulary,5.94,64.55,59.12,0.63,Test,True,-0.26,1.9
L0009,Intermediate,JLPT N4,12,Listening,6.64,71.72,82.58,0.3,Repeat,True,0.5,1.76
L0097,Advanced,Reading,16,Vocabulary,1.29,87.12,85.29,0.4,Revise,True,-0.09,2.18
L0064,Advanced,Writing,14,Listening,4.45,64.57,63.95,0.49,Test,True,-0.03,1.55
L0081,Advanced,Writing,17,Grammar,8.19,91.98,83.06,0.61,Revise,True,-0.42,1.84
L0021,Advanced,JLPT N4,15,Grammar,7.11,80.69,87.15,0.99,Advance,True,0.31,1.51
L0054,Advanced,Reading,18,Listening,4.86,55.26,63.1,0.82,Repeat,False,0.37,1.71
L0033,Beginner,JLPT N5,17,Listening,4.7,57.25,82.54,0.95,Advance,False,0.85,1.61
L0046,Advanced,Writing,19,Grammar,2.17,60.36,55.77,0.82,Revise,False,-0.23,1.35
L0067,Advanced,Writing,5,Kanji,6.34,80.67,94.08,0.72,Test,True,0.59,1.79
L0029,Intermediate,Writing,2,Kanji,3.84,75.99,62.78,0.64,Advance,True,-0.58,1.58
L0042,Beginner,Conversational,19,Grammar,7.34,45.17,51.02,0.91,Test,True,0.28,1.46
L0002,Advanced,Reading,16,Vocabulary,4.78,47.27,35.42,0.36,Revise,True,-0.53,1.59
L0094,Advanced,JLPT N4,3,Grammar,4.34,39.86,37.98,0.9,Test,True,-0.09,1.41
L0068,Beginner,Conversational,18,Kanji,1.85,63.89,74.98,0.43,Repeat,False,0.5,1.92
L0055,Intermediate,Writing,16,Grammar,3.95,100.0,100.0,0.83,Test,True,0.0,2.14
L0052,Advanced,JLPT N4,11,Grammar,6.55,94.1,88.95,0.74,Advance,True,-0.25,1.89
L0063,Beginner,JLPT N5,6,Kanji,5.96,68.91,83.39,0.96,Advance,False,0.62,1.95
L0090,Intermediate,JLPT N5,8,Kanji,2.89,84.5,71.06,0.49,Test,True,-0.59,1.78
L0052,Advanced,Reading,17,Vocabulary,5.14,74.23,67.68,0.84,Test,True,-0.32,1.47
L0065,Advanced,Writing,13,Listening,4.23,62.47,77.79,0.73,Repeat,True,0.64,1.85
L0009,Advanced,JLPT N5,8,Grammar,4.53,69.02,76.98,0.92,Repeat,False,0.38,1.83
L0072,Beginner,Writing,19,Vocabulary,4.62,82.74,60.56,0.61,Test,False,-0.8,2.09
L0048,Intermediate,JLPT N4,16,Listening,8.47,74.22,76.92,0.79,Revise,True,0.13,1.58
L0082,Advanced,JLPT N4,13,Grammar,7.63,86.74,86.98,0.93,Repeat,True,0.01,2.2
L0076,Intermediate,JLPT N4,19,Vocabulary,4.5,60.4,61.08,0.74,Advance,True,0.03,1.39
L0100,Advanced,JLPT N4,7,Vocabulary,7.7,100.0,99.59,0.32,Revise,True,-0.02,2.43
L0003,Intermediate,Writing,14,Kanji,5.07,67.86,54.5,0.54,Revise,True,-0.58,1.76
L0057,Advanced,JLPT N4,12,Kanji,5.59,74.69,88.07,0.8,Revise,False,0.58,1.53
L0023,Beginner,Writing,17,Vocabulary,5.48,44.07,41.48,0.59,Test,False,-0.13,1.91
L0075,Intermediate,Conversational,20,Grammar,3.54,57.3,37.17,0.42,Test,False,-0.76,1.4
L0042,Advanced,Writing,17,Kanji,1.52,76.81,77.46,0.48,Revise,True,0.03,1.73
L0087,Intermediate,JLPT N4,17,Listening,5.48,57.39,59.59,0.31,Repeat,True,0.11,1.53
L0028,Beginner,JLPT N4,1,Vocabulary,7.16,90.65,92.67,0.31,Revise,False,0.1,1.88
L0074,Advanced,Reading,9,Kanji,6.22,50.22,44.64,0.31,Test,True,-0.27,1.44
L0021,Intermediate,JLPT N5,20,Kanji,4.08,72.83,61.78,0.94,Test,True,-0.5,1.42
L0082,Beginner,JLPT N4,5,Vocabulary,8.29,49.78,56.56,0.66,Revise,True,0.33,1.7
L0036,Advanced,Reading,20,Listening,6.78,66.26,58.25,0.34,Test,True,-0.38,1.39
L0019,Beginner,JLPT N5,8,Kanji,1.67,74.0,64.28,0.39,Advance,False,-0.45,1.25
L0075,Intermediate,Reading,3,Grammar,9.24,84.67,60.82,0.94,Test,False,-0.83,1.5
L0053,Beginner,Conversational,17,Grammar,1.38,55.74,24.35,0.66,Test,False,-0.92,1.22
L0067,Advanced,Reading,19,Kanji,4.72,46.8,57.62,0.68,Revise,True,0.49,1.53
L0020,Intermediate,Reading,7,Kanji,8.85,53.45,62.59,0.63,Advance,True,0.43,1.86
L0043,Beginner,Writing,12,Listening,5.92,65.58,56.57,0.37,Advance,True,-0.42,1.48
L0056,Beginner,Reading,9,Grammar,9.01,73.34,72.54,0.82,Repeat,False,-0.04,1.55
L0003,Intermediate,Conversational,19,Listening,6.64,55.51,42.17,0.9,Test,False,-0.58,1.51
L0001,Intermediate,JLPT N4,16,Grammar,4.15,62.66,57.28,0.32,Test,False,-0.26,1.67
L0096,Intermediate,JLPT N5,20,Kanji,5.37,55.13,56.18,0.74,Revise,False,0.05,1.59
L0019,Intermediate,JLPT N5,5,Kanji,6.04,57.39,47.11,0.47,Revise,False,-0.47,1.27
L0079,Advanced,Writing,13,Vocabulary,5.67,84.05,100.0,0.73,Test,True,0.66,1.94
L0022,Intermediate,Reading,1,Kanji,5.18,44.23,52.86,0.63,Revise,False,0.41,1.45
L0096,Beginner,Reading,6,Grammar,3.07,42.69,43.16,0.54,Test,True,0.02,1.08
L0020,Intermediate,Conversational,19,Listening,5.88,62.19,51.68,0.33,Advance,False,-0.48,1.69
L0084,Beginner,Conversational,10,Listening,5.46,78.67,82.44,0.43,Test,True,0.19,1.77
L0029,Advanced,Conversational,11,Kanji,3.15,53.77,72.15,0.95,Revise,True,0.73,1.75
L0047,Beginner,JLPT N4,20,Listening,4.93,61.24,45.08,0.62,Repeat,True,-0.67,1.28
L0070,Advanced,Conversational,10,Kanji,6.45,83.82,77.96,0.71,Test,True,-0.29,1.78
L0077,Intermediate,Conversational,17,Grammar,4.1,85.94,66.67,0.56,Repeat,False,-0.75,1.37
L0088,Beginner,Reading,17,Vocabulary,6.6,87.81,83.28,0.76,Advance,False,-0.22,1.87
L0033,Intermediate,JLPT N4,11,Kanji,7.28,52.3,56.48,0.91,Revise,False,0.21,1.56
L0040,Beginner,Conversational,6,Vocabulary,4.59,72.62,77.3,0.46,Revise,True,0.23,1.82
L0030,Advanced,Conversational,13,Kanji,5.2,66.79,48.67,0.46,Test,False,-0.72,2.01
L0059,Intermediate,Conversational,1,Grammar,5.46,49.81,44.87,0.46,Test,True,-0.24,1.15
L0047,Advanced,JLPT N4,15,Kanji,1.44,76.46,60.71,0.53,Repeat,False,-0.66,1.85
L0043,Beginner,JLPT N5,19,Listening,5.93,61.84,56.79,0.55,Advance,True,-0.25,1.26
L0082,Beginner,Conversational,6,Listening,7.53,67.43,99.52,0.44,Revise,False,0.92,1.83
L0006,Beginner,Conversational,20,Grammar,3.49,68.3,62.86,0.37,Revise,True,-0.27,1.88
L0045,Beginner,JLPT N4,4,Grammar,6.23,92.36,76.85,0.61,Revise,False,-0.65,1.55
L0042,Intermediate,Conversational,14,Grammar,7.13,61.6,48.52,0.39,Test,True,-0.57,1.53
L0001,Beginner,Reading,11,Listening,2.34,69.6,83.21,0.84,Repeat,True,0.59,1.84
L0077,Intermediate,Writing,17,Kanji,5.82,83.75,64.49,0.31,Repeat,False,-0.75,1.48
L0070,Advanced,Reading,16,Listening,5.22,84.97,91.41,0.34,Revise,True,0.31,2.33
L0039,Beginner,Reading,10,Listening,3.0,45.0,63.88,0.5,Test,True,0.74,1.41
L0068,Beginner,Reading,6,Kanji,3.47,62.58,57.85,0.71,Repeat,True,-0.23,1.44
L0016,Beginner,Reading,18,Listening,5.48,66.84,72.95,0.35,Revise,False,0.3,1.75
L0013,Advanced,JLPT N5,4,Listening,3.99,73.6,88.45,0.43,Revise,False,0.63,1.48
L0006,Intermediate,Conversational,6,Listening,8.35,67.93,61.35,0.54,Advance,True,-0.32,1.43
L0037,Intermediate,Conversational,11,Grammar,4.26,85.63,92.0,1.0,Advance,True,0.31,1.85
L0002,Beginner,Conversational,14,Vocabulary,6.79,69.08,55.19,0.65,Revise,False,-0.6,1.37
L0026,Intermediate,Writing,11,Kanji,5.54,65.56,67.38,0.54,Revise,True,0.09,1.8
L0023,Beginner,JLPT N5,8,Vocabulary,3.2,57.05,62.7,0.33,Repeat,False,0.28,1.66
L0059,Beginner,JLPT N5,18,Listening,1.87,80.88,77.38,0.5,Advance,False,-0.17,1.93
L0013,Beginner,JLPT N4,14,Kanji,3.59,49.76,49.96,0.65,Test,True,0.01,1.42
L0065,Intermediate,Reading,14,Grammar,8.84,72.97,93.06,0.89,Repeat,False,0.76,1.72
L0015,Beginner,Conversational,19,Vocabulary,4.62,48.33,45.69,0.65,Revise,True,-0.13,1.58
L0090,Beginner,JLPT N4,16,Listening,2.43,58.78,69.13,0.47,Test,True,0.48,1.84
L0027,Advanced,Writing,17,Listening,5.34,78.81,67.49,0.31,Revise,True,-0.51,1.52
L0066,Intermediate,JLPT N4,20,Grammar,8.15,81.23,82.16,0.82,Repeat,True,0.05,1.44
L0014,Beginner,Writing,8,Grammar,7.64,76.92,69.73,0.84,Repeat,True,-0.34,1.71
L0086,Intermediate,Reading,9,Grammar,5.63,82.83,82.24,0.87,Test,False,-0.03,1.8
L0066,Intermediate,JLPT N5,17,Grammar,3.73,41.41,40.52,0.73,Revise,False,-0.04,1.85
L0080,Advanced,Conversational,12,Listening,4.25,77.35,78.73,0.99,Revise,True,0.07,1.91
L0072,Intermediate,Conversational,4,Listening,1.12,47.39,51.98,0.35,Advance,False,0.23,1.81
L0091,Advanced,JLPT N4,6,Listening,6.66,81.97,67.73,0.53,Test,False,-0.61,2.06
L0021,Beginner,Writing,19,Listening,5.2,77.48,81.81,0.35,Repeat,True,0.21,1.9
L0042,Beginner,JLPT N5,17,Vocabulary,5.57,72.83,78.34,0.91,Test,True,0.27,1.76
L0081,Beginner,JLPT N5,19,Listening,4.55,52.17,66.6,0.71,Repeat,True,0.62,1.29
L0033,Advanced,JLPT N4,7,Kanji,4.62,60.06,41.42,0.31,Advance,True,-0.73,1.57
L0051,Intermediate,JLPT N5,6,Kanji,5.27,70.09,96.46,0.57,Advance,False,0.87,2.26
L0077,Beginner,JLPT N5,16,Listening,3.44,51.49,37.8,0.46,Test,True,-0.59,1.34
L0006,Beginner,Writing,14,Listening,9.04,59.94,55.51,0.43,Repeat,True,-0.22,1.7
L0009,Beginner,Writing,12,Listening,4.97,73.9,87.91,0.53,Repeat,False,0.6,2.39
L0085,Beginner,JLPT N4,17,Grammar,2.82,59.38,58.88,0.69,Repeat,True,-0.03,1.8
L0071,Beginner,Reading,5,Grammar,1.99,61.65,65.94,0.68,Repeat,False,0.21,1.81
L0009,Intermediate,JLPT N5,20,Listening,4.22,72.37,58.24,0.96,Revise,False,-0.61,1.64
L0100,Advanced,Conversational,1,Grammar,4.63,82.0,87.89,0.91,Test,True,0.29,1.65
L0020,Beginner,JLPT N5,15,Vocabulary,7.14,51.33,48.3,0.95,Revise,True,-0.15,1.58
L0051,Beginner,Writing,5,Listening,5.5,33.39,31.55,0.55,Revise,True,-0.09,1.27
L0077,Intermediate,Conversational,7,Grammar,5.35,55.84,55.16,0.51,Repeat,True,-0.03,1.49
L0061,Intermediate,Writing,12,Grammar,10.0,87.84,79.56,0.56,Test,True,-0.39,1.94
L0081,Beginner,Writing,20,Listening,4.87,78.27,86.39,0.49,Revise,False,0.38,2.03
L0067,Beginner,JLPT N5,1,Grammar,4.02,30.32,32.28,0.5,Advance,True,0.1,1.0
L0061,Beginner,Writing,9,Vocabulary,1.0,43.46,43.05,0.55,Repeat,False,-0.02,1.47
L0005,Beginner,JLPT N4,10,Vocabulary,5.47,87.47,93.73,0.6,Advance,False,0.3,1.9
L0027,Advanced,Reading,10,Kanji,6.89,56.11,61.36,0.81,Revise,False,0.26,1.78
L0012,Advanced,Reading,14,Vocabulary,9.24,50.13,58.3,0.37,Repeat,True,0.39,1.38
L0055,Advanced,Reading,16,Listening,6.74,56.05,52.04,0.79,Advance,True,-0.2,1.84
L0080,Advanced,Writing,12,Kanji,3.8,56.97,63.1,0.47,Advance,False,0.3,1.62
L0050,Beginner,JLPT N5,17,Kanji,1.44,62.0,54.34,0.86,Repeat,False,-0.37,1.53
L0053,Advanced,Conversational,10,Listening,4.34,63.28,65.48,0.35,Test,True,0.11,1.69
L0062,Intermediate,JLPT N5,14,Listening,2.71,62.97,50.68,0.99,Test,False,-0.55,1.46
L0057,Beginner,Reading,16,Kanji,7.15,63.63,75.5,0.37,Repeat,False,0.53,1.57
L0030,Beginner,Writing,18,Listening,1.49,76.81,67.95,0.31,Revise,False,-0.42,1.55
L0053,Intermediate,JLPT N5,18,Kanji,2.8,80.98,91.06,0.79,Advance,True,0.46,1.92
L0088,Advanced,Conversational,2,Kanji,6.03,58.79,62.66,0.69,Test,False,0.19,1.63
L0081,Intermediate,JLPT N5,16,Kanji,5.87,78.99,63.1,0.45,Repeat,False,-0.66,1.89
L0074,Beginner,Conversational,11,Grammar,4.95,52.45,68.17,0.33,Test,True,0.66,1.38
L0005,Advanced,JLPT N4,8,Grammar,5.46,60.78,61.4,0.48,Advance,True,0.03,1.35
L0012,Advanced,JLPT N5,10,Vocabulary,7.28,100.0,90.29,0.75,Repeat,True,-0.45,1.99
L0015,Advanced,JLPT N4,14,Grammar,3.77,69.97,61.49,0.75,Advance,False,-0.4,1.44
L0087,Intermediate,JLPT N4,5,Vocabulary,4.47,37.09,30.21,0.79,Repeat,True,-0.33,1.79
L0058,Intermediate,JLPT N5,5,Vocabulary,6.77,51.82,47.26,0.61,Revise,False,-0.22,1.56
L0021,Intermediate,JLPT N5,14,Vocabulary,5.01,78.77,81.15,0.81,Advance,False,0.12,1.91
L0048,Intermediate,JLPT N4,10,Grammar,2.43,79.55,51.5,0.56,Repeat,True,-0.89,1.59
L0069,Intermediate,JLPT N5,8,Vocabulary,4.69,67.34,57.35,0.54,Revise,False,-0.46,1.23
L0046,Beginner,Reading,14,Listening,6.98,90.42,97.6,0.96,Test,True,0.34,1.48
L0044,Advanced,JLPT N4,15,Listening,3.24,48.36,53.16,0.75,Repeat,False,0.24,1.81
L0023,Intermediate,Reading,3,Grammar,3.28,57.17,58.63,0.41,Revise,False,0.07,1.68
L0051,Beginner,JLPT N4,8,Kanji,6.84,88.42,85.82,0.37,Test,False,-0.13,1.65
L0037,Advanced,Reading,9,Grammar,5.12,98.89,99.71,0.46,Test,True,0.04,2.23
L0002,Intermediate,Reading,15,Kanji,2.34,58.87,64.13,0.7,Revise,False,0.26,1.64
